33162750785	4b291538f	fix/qwen3-tts-vocoder-readiness-race	queued		2026-08-28T10:16:50Z	[qwen3-tts]: Fix Qwen3-TTS vocoder graph capture r
33161572474	08f49ba7d	br_omni_npu_0815	completed	action_required	2026-08-28T09:59:01Z	[NPU] Add Ascend installation manifest and helper
33161567347	071c65e8d	xpu-ci-workflow	in_progress		2026-08-28T09:58:56Z	[CI][XPU] Add initial PR CI workflow for XPU devic
33160836543	f875f109b	xpu-ci-workflow	completed	action_required	2026-08-28T09:47:54Z	[CI][XPU] Add initial PR CI workflow for XPU devic
33159941066	7615abfe1	feat/mps-native-runtime	completed	failure	2026-08-28T09:34:40Z	[Runtime] Native CUDA MPS for colocated GPU proces
33158948928	9a693689d	fix/benchmark-managed-server-config-overrides	in_progress		2026-08-28T09:20:21Z	[Bench]: Fix managed benchmark server engine overr
33158808529	ecde7c82c	codex/moss-tts-local-prefill-cuda-graph-v2	completed	failure	2026-08-28T09:18:16Z	[Perf][MOSS-TTS-Local] Enable breakable Prefill CU
33156289386	f72dc6e3f	intel-cpu-omni-support	completed	action_required	2026-08-28T08:40:41Z	[Intel][CPU] Enable Intel CPU support for SGLang-O
33155727618	a73675249	add_cpu_ci_workflow	completed	failure	2026-08-28T08:32:06Z	[WIP][CI][CPU] Add PR CI workflow for Intel CPU de
33154783451	94a7c0164	voicechat	completed	failure	2026-08-28T08:17:51Z	Nemotron Voicechat
33153255303	c73578ee3	intel-cpu-omni-support	completed	action_required	2026-08-28T07:54:54Z	[Intel][CPU] Enable Intel CPU support for SGLang-O
33152732702	7e111fb7f	fix/qwen3-asr-prompt-sentinel	queued		2026-08-28T07:46:35Z	fix: align Qwen3-ASR prompt and language sentinel
33152524358	7e111fb7f	fix/qwen3-asr-prompt-sentinel	completed	failure	2026-08-28T07:43:25Z	fix: align Qwen3-ASR prompt and language sentinel
33151979714	56a1a8df8	feat/minimal-pd-disaggregation	completed	failure	2026-08-28T07:34:42Z	[DO NOT REVIEW] Feat/minimal pd disaggregation
33151851461	061eedf49	feat/qwen3-asr-apple-silicon	completed	failure	2026-08-28T07:32:42Z	[Apple] Add Qwen3-ASR MLX and Torch MPS paths
33151218608	9885b948d	cosyvoice	completed	failure	2026-08-28T07:22:30Z	[NPU] Cosyvoice3 support and docs
33150070141	5c41b1999	voicechat	completed	failure	2026-08-28T07:03:31Z	Nemotron Voicechat
33147701232	3c70c2863	xpu-ci-workflow	completed	failure	2026-08-28T06:22:27Z	[CI][XPU] Add initial PR CI workflow for XPU devic
33145139818	f56f1665c	feat/fun-cosyvoice3-causal-streaming	completed	failure	2026-08-28T05:33:49Z	[Fun-CosyVoice3] Causal streaming vocoder (AR stre
33144941370	a4b729d45	codex/fun-cosyvoice3-flow-batch	completed	failure	2026-08-28T05:29:59Z	[Perf][Fun-CosyVoice3] Batch inference for Flow de
33144725604	f0399bcab	xpu-ci-workflow	completed	cancelled	2026-08-28T05:25:35Z	[CI][XPU] Add initial PR CI workflow for XPU devic
33144675663	a150f5de4	xpu-ci-workflow	completed	action_required	2026-08-28T05:24:39Z	[CI][XPU] Add initial PR CI workflow for XPU devic
33142984717	568b84f5b	perf/radix-persistent-evict-heap	completed	failure	2026-08-28T04:50:42Z	[Perf] Persistent lazy eviction heap for the radix
33142962598	568b84f5b	perf/radix-persistent-evict-heap	completed	failure	2026-08-28T04:50:14Z	[Perf] Persistent lazy eviction heap for the radix
33142326083	1d94208b5	xpu-ci-workflow	completed	cancelled	2026-08-28T04:37:02Z	[CI][XPU] Add initial PR CI workflow for XPU devic
33138703172	32950d2ae	bench/omni-seedtts-drop-stale-reference-tables	completed	action_required	2026-08-28T03:22:37Z	[Benchmark] Drop stale reference-result tables fro
33137953971	5a7e45bbe	perf/radix-persistent-evict-heap	completed	failure	2026-08-28T03:07:06Z	[Perf] Persistent lazy eviction heap for the radix
33137013310	3ee39f058	perf/cosyvoice3-reference-preprocessing	completed	failure	2026-08-28T02:48:22Z	perf(cosyvoice3): parallelize reference preprocess
33136088481	a4b729d45	codex/fun-cosyvoice3-flow-batch	completed	failure	2026-08-28T02:30:01Z	[Perf][Fun-CosyVoice3] Batch inference for Flow de
33134962563	a7c249968	feat/qwen3-asr-apple-silicon	completed	failure	2026-08-28T02:07:42Z	[Apple] Add Qwen3-ASR MLX and Torch MPS paths
33133809963	07ac81acf	npu-code2wav-npugraph	completed	action_required	2026-08-28T01:45:06Z	[NPU] Enable Qwen3-Omni Code2Wav NPUGraph
33133443549	d67af83e3	npu-code2wav-npugraph	completed	action_required	2026-08-28T01:37:54Z	[NPU] Enable Qwen3-Omni Code2Wav NPUGraph
33132612996	a112c2f93	feat/mps-native-runtime	completed	failure	2026-08-28T01:21:34Z	[Runtime] Native CUDA MPS for colocated GPU proces
33132272177	e7f9b23a0	perf/arkasr-encoder-cuda-graph	completed	cancelled	2026-08-28T01:15:02Z	[ARK-ASR] Add encoder CUDA Graph (startup working-
33130676559	95e650102	perf/radix-persistent-evict-heap	completed	failure	2026-08-28T00:44:32Z	[Perf] Persistent lazy eviction heap for the radix
33129336761	49b130542	feat/asr-chunking-config	completed	failure	2026-08-28T00:19:15Z	[ASR] Make audio chunking configurable
33128907608	341011add	feat/mps-native-runtime	completed	failure	2026-08-28T00:11:26Z	[Runtime] Native CUDA MPS for colocated GPU proces
33128442080	0e4139648	feat/qwen3-omni-pd-disaggregation	completed	failure	2026-08-28T00:03:37Z	[DO NOT REVIEW] feat(qwen3-omni): add explicit PD
33128442339	9b9a21455	feat/minimal-pd-disaggregation	completed	failure	2026-08-28T00:03:37Z	[DO NOT REVIEW] Feat/minimal pd disaggregation
33127594471	aed867987	feat/minimal-pd-disaggregation	completed	failure	2026-08-27T23:48:50Z	[DO NOT REVIEW] Feat/minimal pd disaggregation
33127594265	3c9d54d4a	feat/qwen3-omni-pd-disaggregation	completed	failure	2026-08-27T23:48:50Z	[DO NOT REVIEW] feat(qwen3-omni): add explicit PD
33126719133	c779654e0	feat/minimal-pd-disaggregation	completed	failure	2026-08-27T23:33:56Z	[DO NOT REVIEW] Feat/minimal pd disaggregation
33126429888	4ff91c2b2	fix/tts-prompt-cache-reuse	completed	failure	2026-08-27T23:28:58Z	[Fix][TTS] Restore Qwen3-TTS and delay Moss prompt
33126210205	5458c2976	feat/minimal-pd-disaggregation	completed	failure	2026-08-27T23:25:13Z	[DO NOT REVIEW] Feat/minimal pd disaggregation
33124285233	ecb4e6b99	feat/nemotron-voicechat	completed	action_required	2026-08-27T22:53:59Z	feat: Add realtime support for NVIDIA NemotronLabs
33121628171	ff11fb3b2	fix/tts-prompt-cache-reuse	completed	cancelled	2026-08-27T22:13:37Z	[Fix][TTS] Restore Qwen3-TTS and delay Moss prompt
33121145070	ff11fb3b2	fix/tts-prompt-cache-reuse	completed	failure	2026-08-27T22:06:47Z	[Fix][TTS] Restore Qwen3-TTS and delay Moss prompt
33120628573	e75962d10	perf/zero-hit-radix-default-off	completed	failure	2026-08-27T21:59:48Z	[WIP] [Perf] Default disable_radix_cache for zero-
